Company Name,City,State,Zip,NPI,CLIA,License ID,Money Score,Pain Score,Fit Score,Total Score,Target Roles
"COMMONWEALTH DIAGNOSTICS INTERNATIONAL, INC.",SALEM,MA,019707002,1831625342,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"COMPASS MEDICAL, PC",EAST BRIDGEWATER,MA,023331465,1982869749,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
FRANEY MEDICAL LABORATORIES INC,MASHPEE,MA,026494676,1063564714,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
FRANKLIN PAIN ASSOCIATES LLC,FRANKLIN,MA,020385011,1790159143,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"FUTURE IMPROVEMENT, LLC.",LYNN,MA,019024401,1639743222,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
GENOMIC EXPRESSION INC.,BEVERLY,MA,019156132,1104443688,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
GENZYME CORPORATION,VIENNA,VA,221823822,1356305163,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
GENZYME CORPORATION,CAMBRIDGE,MA,021421108,1104942069,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
GENZYME CORPORATION,NEW YORK,NY,100192901,1336104199,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"DAVINCI INNOVATIONS, LLC",HOUSTON,TX,770253843,1275876591,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
DEDHAM MEDICAL ASSOCIATES,DEDHAM,MA,020265599,1174827745,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
DEDHAM MEDICAL ASSOCIATES,NORWOOD,MA,020625027,1467756031,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"DERMPATH NEW ENGLAND, LLC",WELLESLEY,MA,024812104,1558451666,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"DIAGNOSTIC LABORATORY MEDICINE, INC",BEDFORD,MA,017301451,1184620775,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
DISCOVERY DIAGNOSTIC LABORATORY INC,MARLBOROUGH,MA,01752,1669733697,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"DOMINION DIAGNOSTICS, LLC",FALL RIVER,MA,027203704,1720216559,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
DROPLET BIOSCIENCES INC.,CAMBRIDGE,MA,01239,1013807312,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
DRUG AND WELLNESS SCREENINGS LLC,BOSTON,MA,022102520,1992372072,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
GLOBAL HEALTH DIAGNOSTICS LLC,LAWRENCE,MA,018431423,1982347894,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
GREATER LAWRENCE CARDIO HOLTER SERVICES INC.,LAWRENCE,MA,018412841,1477765758,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
GWELL INC,LEXINGTON,MA,024202230,1639891138,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"HARBOR MEDICAL ASSOCIATES, INC.",SOUTH WEYMOUTH,MA,021901868,1396942926,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HARVARD PARTNERS CENTER FOR GENETICS AND GENOMICS,CAMBRIDGE,MA,02139,1881810703,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HERANOVA LIFESCIENCES INC,IRVINE,CA,926182552,1326856287,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"IMGEN DIAGNOSTICS, INC.",MILFORD,MA,017571750,1518035963,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
IMUGEN INC,NORWOOD,MA,020624681,1801810452,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"EXOSOME DIAGNOSTICS, INC.",WALTHAM,MA,024511166,1538543731,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
EXPRESS TESTS,NORTH ATTLEBORO,MA,027603656,1992457220,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"FAULKNER MEDICAL LABORATORIES, INC.",MALDEN,MA,021487809,1396761680,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"FERTILITY SOLUTIONS, P.C.",DEDHAM,MA,020262637,1841500485,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"FOUNDATION MEDICINE, INC.",MORRISVILLE,NC,275609761,1508215922,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"FOUNDATION MEDICINE, INC.",BOSTON,MA,022101717,1720688054,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"FOUNDATION MEDICINE, INC.",CAMBRIDGE,MA,021412115,1265714091,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"LAB USA, INC.",HAVERHILL,MA,01830,1841332780,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA HOLDINGS,BROCKTON,MA,023013039,1083995864,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA HOLDINGS,WORCESTER,MA,016102473,1538934203,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA HOLDINGS,HOLYOKE,MA,010402855,1114792991,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA HOLDINGS,HARWICH,MA,026452535,1467430785,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY CORPORATION OF AMERICA HOLDINGS,METHUEN,MA,01844,1952389124,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
GENZYME CORPORATION,ORANGE,CA,928684716,1982664967,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
GENZYME CORPORATION,MONROVIA,CA,910163636,1699739417,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
GENZYME CORPORATION,LOS ANGELES,CA,900667026,1841254661,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
GENZYME CORPORATION,WESTBOROUGH,MA,015811771,1083674915,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
GENZYME CORPORATION,SANTA FE,NM,875055600,1386604320,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"GINKGO BIOWORKS, INC.",BOSTON,MA,022102383,1699356915,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"GIVE LEGACY, INC.",CAMBRIDGE,MA,021383622,1366068454,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"GLOBAL DIGITINE, LLC",SOUTHBOROUGH,MA,017721755,1649912932,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LILIUM DIAGNOSTICS INC.,WATERTOWN,MA,024722500,1851012496,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MARLBOROUGH CENTER FOR SLEEP DISORDERS,MARLBOROUGH,MA,017523980,1275734535,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MASS GENERAL BRIGHAM COMMUNITY PHYSICIANS INC,HAVERHILL,MA,018306278,1659790905,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MASS GENERAL BRIGHAM MEDICAL GROUP NORTHERN MASSACHUSETTS INC,HAVERHILL,MA,018306220,1033066972,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MASS GENERAL BRIGHAM MEDICAL GROUP SUBURBAN MASSACHUSETTS INC,SOUTH WEYMOUTH,MA,021901889,1699622134,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"MASS HISTOLOGY SERVICE, INC.",WORCESTER,MA,016071431,1871951897,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MASSACHUSETTS FERTILITY CENTER,DEDHAM,MA,020262637,1063729051,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDBROOKES HEALTH LLC,MEDFORD,MA,021553585,1538003371,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"INFLAMMATORY MARKERS LABORATORY, LLC",MARBLEHEAD,MA,019451577,1659663656,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"INTEGRAGEN, INC.",CAMBRIDGE,MA,021394081,1669746079,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ISLAND DIAGNOSTICS LLC,YARMOUTH,MA,02673,1083312193,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"IXCELA, INC.",BEVERLY,MA,019152096,1043154271,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
JDN SIGMA MEDICAL LABORATORIES INC,FRAMINGHAM,MA,017027100,1841509643,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"KBMO DIAGNOSTICS, LLC",HOPEDALE,MA,017471541,1801279559,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"KEPHERA DIAGNOSTICS, LLC",FRAMINGHAM,MA,017026767,1366069130,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
KEW GROUP INC,CAMBRIDGE,MA,021393789,1255765988,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"MWA, PC",CHICOPEE,MA,010201969,1013011683,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MYCOBACTERIOLOGY LABORATORY,BOSTON,MA,021303515,1912059908,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NANOBIOSYM GLOBAL INITIATIVE LLC,CAMBRIDGE,MA,021421292,1619648987,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"NATERA, INC.",SPRINGFIELD,MA,011071109,1922964220,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"NATIONAL TOXICOLOGY SERVICES, INC",WOBURN,MA,018011865,1902834583,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"NAVERIS, INC",WALTHAM,MA,024511034,1114544434,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"NEUROCARE, INC.",BROOKLINE,MA,024463885,1982886099,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"NEW ENGLAND TISSUE ISSUE, PLLC",FALL RIVER,MA,027201318,1255649828,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY FOR CLINICAL MEDICINE,PEABODY,MA,019603840,1942321203,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LABORATORY FOR STONE RESEARCH,NEWTON,MA,02468,1770616534,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LAURA LEARY,WEST ROXBURY,MA,021324338,1619201324,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LAWRENCE MED LAB LLC,WOBURN,MA,018016335,1477094274,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"LIBERTY TESTING LABORATORIES, INC",WAKEFIELD,MA,018803032,1932378569,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"LIFEVAULT BIO, INC.",WALTHAM,MA,024511063,1053087585,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
OPTIMUM LABS INC,NEW BEDFORD,MA,027451134,1902123052,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"OXFORD IMMUNOTEC, INC.",MARLBOROUGH,MA,017521960,1821224072,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PARABASE GENOMICS INC,BOSTON,MA,022102377,1033454715,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PATHOLOGY DIAGNOSTIC SERVICES P.C.,LUDLOW,MA,01056,1285739276,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PATHOLOGY SERVICES INC,CAMBRIDGE,MA,021394853,1861495376,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PATIENT FIRST TESTING,WOBURN,MA,018012113,1770631418,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PENTUCKET MEDICAL ASSOCIATES LLC,HAVERHILL,MA,018306278,1710959861,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"PRECIDIAG, INC.",NATICK,MA,017602442,1508366766,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PRECISION TESTING LABORATORIES INC,SOUTHBRIDGE,MA,015502530,1245424282,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDFORD MEDICAL LABORATORY INC.,MEDFORD,MA,021553025,1104802529,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MEDICAL GROUP INC,BEVERLY,MA,019153012,1801810213,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"MEDICAL PROFESSIONAL SERVICES, INC.",MALDEN,MA,021488143,1447465158,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"METAMARK GENETICS, INC",CAMBRIDGE,MA,021421200,1043631377,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
METROWEST PHARMACY LLC,FRAMINGHAM,MA,017028285,1225824592,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MITRA RXDX,WOBURN,MA,018011777,1790294908,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PSYCHEMEDICS CORPORATION,CULVER CITY,CA,902306608,1144623901,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUANTERIX CORPORATION,BEDFORD,MA,017301402,1558020602,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS INCORPORATED,FALL RIVER,MA,027205923,1134147747,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS INCORPORATED,ATTLEBORO,MA,027031518,1396763900,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS INCORPORATED,BROOKLINE,MA,024457294,1801125257,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS INCORPORATED MA,PLYMOUTH,MA,023603807,1407172109,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS INCORPORATED MA,FALL RIVER,MA,027202644,1821365180,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS INCORPORATED MA,MARLBOROUGH,MA,017520000,1659710424,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"NUCLEA DIAGNOSTIC LABORATORIES, LLC",PITTSFIELD,MA,012016502,1255653580,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NYLA LABORATORIES,WORCESTER,MA,016052639,1255913802,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"OLARIS, INC.",FRAMINGHAM,MA,017024476,1518787258,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
OM DIAGNOSTIC LABORATORIES INC.,NORWOOD,MA,020625162,1053984807,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ONCOLAB, INC",BOSTON,MA,022154006,1720299357,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
OPENBIOME,MEDFORD,MA,021554236,1265815294,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS MASSACHUSETTS LLC,HYANNIS,MA,026013046,1902390628,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS MASSACHUSETTS LLC,WEBSTER,MA,015701509,1801101068,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS MASSACHUSETTS LLC,WELLFLEET,MA,026677402,1063782308,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS MASSACHUSETTS LLC,EAST BOSTON,MA,021280000,1588907760,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS MASSACHUSETTS LLC,WORCESTER,MA,016081220,1295753242,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS MASSACHUSETTS LLC,STOUGHTON,MA,020723396,1093733057,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS MASSACHUSETTS LLC,MILFORD,MA,017571101,1407343056,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
QUEST DIAGNOSTICS MASSACHUSETTS LLC,BROCKTON,MA,023012864,1245730589,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"PRECISION TOXICOLOGY, LLC",DARTMOUTH,MA,027473303,1043737505,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PREDICTA BIOSCIENCES,CAMBRIDGE,MA,021393544,1356138127,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"PREDICTIVE BIOSCIENCES, INC.",LEXINGTON,MA,024217848,1669791901,,,0,0,3,3,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
